epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,702.035,1.74467,2.07179,2.23197,0.55916,0.41426,0.44294,0.24932,1.77105,2.514,2.18633,0.0017426,0.0017426,0.0017426
15,750.648,1.71105,2.04283,2.21532,0.5255,0.45794,0.45087,0.25773,1.71735,2.11471,2.14172,0.0017228,0.0017228,0.0017228
16,799.782,1.66635,1.98278,2.1722,0.61742,0.42591,0.46426,0.26998,1.65695,1.85783,2.21117,0.001703,0.001703,0.001703
17,848.752,1.67996,1.91696,2.16983,0.70446,0.42281,0.45118,0.25385,1.65912,1.82706,2.23932,0.0016832,0.0016832,0.0016832
18,897.801,1.61801,1.83496,2.11558,0.69494,0.42979,0.50444,0.30395,1.67211,1.82419,2.28078,0.0016634,0.0016634,0.0016634
19,946.054,1.58047,1.8285,2.07845,0.78663,0.4841,0.55093,0.33467,1.53549,1.68227,2.14723,0.0016436,0.0016436,0.0016436
20,995.13,1.57006,1.75433,2.06981,0.80882,0.48022,0.54072,0.32661,1.6116,1.64812,2.1322,0.0016238,0.0016238,0.0016238
21,1044.49,1.54019,1.69718,2.01687,0.79305,0.49647,0.51374,0.29578,1.62706,1.77404,2.56667,0.001604,0.001604,0.001604
22,1093.06,1.5128,1.71023,2.04296,0.75803,0.49263,0.53966,0.32483,1.55499,1.62101,1.96741,0.0015842,0.0015842,0.0015842
23,1142.35,1.50284,1.62384,1.98194,0.79259,0.49806,0.53926,0.32946,1.49326,1.58884,2.17543,0.0015644,0.0015644,0.0015644
24,1193.45,1.4836,1.61828,1.96681,0.76461,0.47125,0.5244,0.31745,1.5612,1.6375,2.0468,0.0015446,0.0015446,0.0015446
25,1242.42,1.45295,1.57319,1.9338,0.81439,0.50737,0.55509,0.35183,1.53019,1.57918,2.32379,0.0015248,0.0015248,0.0015248
26,1291.38,1.43072,1.56645,1.91917,0.64777,0.48022,0.5409,0.32173,1.55089,1.61077,1.97994,0.001505,0.001505,0.001505
27,1339.69,1.40867,1.52733,1.86536,0.74535,0.52832,0.55767,0.34574,1.44365,1.58099,1.99453,0.0014852,0.0014852,0.0014852
28,1388.83,1.38449,1.47976,1.88022,0.57274,0.39207,0.46124,0.27009,1.78084,1.76024,2.19506,0.0014654,0.0014654,0.0014654
29,1437.06,1.37144,1.46212,1.83148,0.75371,0.52832,0.59075,0.36892,1.46958,1.48932,1.9015,0.0014456,0.0014456,0.0014456
30,1485.38,1.35664,1.45716,1.82994,0.81498,0.52626,0.59079,0.36561,1.42967,1.51754,1.95678,0.0014258,0.0014258,0.0014258
31,1533.75,1.34961,1.41508,1.81505,0.73975,0.53146,0.56507,0.34251,1.41211,1.56737,1.89245,0.001406,0.001406,0.001406
32,1582.09,1.3454,1.38628,1.81279,0.79061,0.49798,0.55821,0.34572,1.50781,1.57513,2.17481,0.0013862,0.0013862,0.0013862
33,1630.34,1.32651,1.42519,1.80989,0.84383,0.52817,0.60366,0.38294,1.40937,1.4382,1.80193,0.0013664,0.0013664,0.0013664
34,1679.6,1.30481,1.35471,1.76253,0.76876,0.54461,0.61307,0.38884,1.43221,1.45138,1.86504,0.0013466,0.0013466,0.0013466
35,1727.85,1.3029,1.33716,1.76567,0.83162,0.54025,0.615,0.39242,1.3849,1.38421,1.86259,0.0013268,0.0013268,0.0013268
36,1776.08,1.2868,1.32906,1.7562,0.79982,0.52211,0.5898,0.35567,1.43804,1.46804,1.87712,0.001307,0.001307,0.001307
37,1824.23,1.26911,1.30306,1.72417,0.78741,0.51147,0.59881,0.34625,1.53178,1.47575,1.97221,0.0012872,0.0012872,0.0012872
38,1872.64,1.25345,1.27411,1.71665,0.73438,0.51513,0.5931,0.36141,1.46514,1.47516,1.87838,0.0012674,0.0012674,0.0012674
39,1920.9,1.23312,1.25866,1.67996,0.79836,0.55004,0.60377,0.36156,1.42172,1.4284,1.81426,0.0012476,0.0012476,0.0012476
40,1969.56,1.23547,1.28175,1.7044,0.76921,0.52987,0.61132,0.38122,1.445,1.42471,1.80917,0.0012278,0.0012278,0.0012278
41,2018.23,1.2281,1.24587,1.67469,0.84524,0.54926,0.61948,0.38144,1.36449,1.34163,1.84775,0.001208,0.001208,0.001208
42,2066.43,1.21494,1.24475,1.66976,0.84491,0.54694,0.60951,0.37322,1.37885,1.37608,1.86838,0.0011882,0.0011882,0.0011882
43,2114.57,1.21666,1.23369,1.68061,0.85706,0.55356,0.61992,0.39796,1.31658,1.34389,1.79561,0.0011684,0.0011684,0.0011684
44,2162.92,1.20751,1.22658,1.65869,0.82686,0.55857,0.60986,0.38335,1.38571,1.3631,1.76261,0.0011486,0.0011486,0.0011486
45,2211.35,1.20948,1.19643,1.6618,0.80334,0.56012,0.62915,0.39692,1.40926,1.40806,1.84336,0.0011288,0.0011288,0.0011288
46,2259.58,1.18776,1.19339,1.65399,0.87345,0.52473,0.60988,0.39944,1.33864,1.42529,1.73584,0.001109,0.001109,0.001109
47,2308.17,1.17562,1.16629,1.63096,0.84509,0.55392,0.62357,0.40995,1.30244,1.34865,1.70195,0.0010892,0.0010892,0.0010892
48,2356.17,1.14935,1.17541,1.60956,0.84663,0.53995,0.62953,0.41115,1.35498,1.36788,1.71715,0.0010694,0.0010694,0.0010694
49,2404.43,1.14751,1.15658,1.60439,0.87126,0.54538,0.64972,0.41615,1.36023,1.40447,1.75895,0.0010496,0.0010496,0.0010496
50,2452.57,1.14993,1.16356,1.60433,0.8235,0.52133,0.6276,0.39105,1.45371,1.43117,1.8686,0.0010298,0.0010298,0.0010298
51,2500.86,1.15158,1.16306,1.6004,0.81161,0.57099,0.6481,0.41107,1.40477,1.36791,1.82425,0.00101,0.00101,0.00101
52,2549.05,1.12529,1.12834,1.59438,0.83653,0.55979,0.65062,0.42731,1.32993,1.34232,1.71809,0.0009902,0.0009902,0.0009902
53,2597.89,1.13027,1.12854,1.57981,0.79456,0.54151,0.63874,0.40862,1.39065,1.37448,1.78215,0.0009704,0.0009704,0.0009704
54,2645.12,1.1104,1.11362,1.54771,0.84798,0.56788,0.66447,0.44603,1.28917,1.25183,1.71948,0.0009506,0.0009506,0.0009506
55,2692.29,1.11303,1.10336,1.56179,0.84271,0.56114,0.64449,0.40175,1.35053,1.30572,1.77332,0.0009308,0.0009308,0.0009308
56,2739.34,1.11654,1.10311,1.56904,0.86936,0.56788,0.6645,0.44053,1.29386,1.24252,1.65167,0.000911,0.000911,0.000911
57,2786.54,1.09621,1.08443,1.55187,0.80923,0.56933,0.64767,0.41596,1.3676,1.33967,1.77778,0.0008912,0.0008912,0.0008912
58,2833.82,1.0765,1.05383,1.52309,0.85066,0.58029,0.65545,0.42104,1.342,1.27779,1.72469,0.0008714,0.0008714,0.0008714
59,2880.78,1.06587,1.06562,1.52128,0.859,0.59891,0.68498,0.46064,1.25753,1.20547,1.72237,0.0008516,0.0008516,0.0008516
60,2929.13,1.06147,1.05828,1.51726,0.86489,0.56615,0.66307,0.44298,1.29777,1.24384,1.6742,0.0008318,0.0008318,0.0008318
61,2977.27,1.07022,1.04417,1.5362,0.75887,0.55547,0.64605,0.40112,1.42327,1.37038,1.84732,0.000812,0.000812,0.000812
62,3025.52,1.05452,1.0484,1.5142,0.78808,0.59969,0.67481,0.4419,1.31872,1.33814,1.73594,0.0007922,0.0007922,0.0007922
63,3073.76,1.05468,1.04632,1.50416,0.87432,0.5775,0.67604,0.45512,1.233,1.22405,1.58828,0.0007724,0.0007724,0.0007724
64,3122.1,1.06842,1.04622,1.50834,0.87295,0.57035,0.67796,0.45381,1.24857,1.20692,1.69541,0.0007526,0.0007526,0.0007526
65,3170.5,1.04879,1.02138,1.48658,0.84459,0.5692,0.64108,0.41887,1.29127,1.28427,1.80479,0.0007328,0.0007328,0.0007328
66,3219.59,1.05934,1.03628,1.50378,0.85105,0.58262,0.68541,0.45555,1.27047,1.27269,1.67875,0.000713,0.000713,0.000713
67,3267.74,1.01559,1.01188,1.46256,0.86073,0.57952,0.68649,0.47478,1.21326,1.22562,1.57765,0.0006932,0.0006932,0.0006932
68,3316.05,1.02877,1.00516,1.46978,0.88801,0.56788,0.65978,0.45808,1.22267,1.23988,1.6054,0.0006734,0.0006734,0.0006734
69,3364.25,1.00949,0.99228,1.44857,0.7883,0.59511,0.67671,0.45719,1.28399,1.31353,1.70112,0.0006536,0.0006536,0.0006536
70,3412.6,1.0073,0.98496,1.44704,0.89839,0.56931,0.67748,0.47319,1.20454,1.2548,1.58114,0.0006338,0.0006338,0.0006338
71,3460.8,1.00721,0.97884,1.45096,0.85677,0.59736,0.69207,0.48478,1.18074,1.21512,1.5524,0.000614,0.000614,0.000614
72,3509.03,0.99773,0.97847,1.45522,0.89435,0.56788,0.68797,0.47678,1.21789,1.24327,1.59558,0.0005942,0.0005942,0.0005942
73,3557.19,1.02527,0.97695,1.44818,0.84143,0.60517,0.69481,0.48303,1.20652,1.20432,1.64046,0.0005744,0.0005744,0.0005744
74,3605.47,1.0362,0.97977,1.46255,0.8728,0.58417,0.69328,0.47027,1.23575,1.2362,1.64414,0.0005546,0.0005546,0.0005546
75,3653.6,1.02774,0.96776,1.45233,0.83089,0.60604,0.69567,0.47075,1.24278,1.25212,1.68804,0.0005348,0.0005348,0.0005348
76,3701.72,1.01296,0.9418,1.45212,0.83686,0.59348,0.69668,0.48578,1.19486,1.21745,1.55913,0.000515,0.000515,0.000515
77,3750.67,1.00513,0.94989,1.44167,0.8943,0.58883,0.70595,0.49024,1.20275,1.16465,1.58409,0.0004952,0.0004952,0.0004952
78,3798.76,1.0037,0.93852,1.42401,0.83054,0.61215,0.70301,0.49231,1.18219,1.19009,1.55289,0.0004754,0.0004754,0.0004754
79,3846.89,0.99721,0.93249,1.42754,0.84256,0.61444,0.71177,0.49772,1.16042,1.11821,1.58855,0.0004556,0.0004556,0.0004556
80,3894.99,0.98006,0.91323,1.40725,0.8878,0.5834,0.70688,0.49261,1.18635,1.14851,1.57274,0.0004358,0.0004358,0.0004358
81,3943.08,0.99673,0.92281,1.42327,0.91493,0.58728,0.71437,0.50546,1.16198,1.11963,1.54266,0.000416,0.000416,0.000416
82,3991.1,0.98284,0.91702,1.40491,0.85918,0.60589,0.71252,0.50449,1.13814,1.12874,1.51958,0.0003962,0.0003962,0.0003962
83,4039.09,0.95857,0.89521,1.39522,0.8717,0.59969,0.71056,0.5016,1.1489,1.13788,1.53534,0.0003764,0.0003764,0.0003764
84,4087.22,0.97374,0.90861,1.39466,0.88762,0.60124,0.71452,0.50471,1.1461,1.12609,1.52664,0.0003566,0.0003566,0.0003566
85,4135.97,0.95446,0.88492,1.3905,0.88743,0.60822,0.71787,0.51296,1.11972,1.13502,1.47692,0.0003368,0.0003368,0.0003368
86,4183.4,0.94321,0.88344,1.38533,0.87908,0.60348,0.71254,0.50623,1.14128,1.13807,1.50316,0.000317,0.000317,0.000317
87,4230.4,0.94252,0.88243,1.37058,0.87426,0.59873,0.70961,0.50791,1.13973,1.17099,1.50861,0.0002972,0.0002972,0.0002972
88,4277.61,0.94213,0.87402,1.35005,0.88034,0.60822,0.72131,0.52134,1.1075,1.13482,1.47074,0.0002774,0.0002774,0.0002774
89,4324.56,0.94057,0.87374,1.36751,0.86395,0.60822,0.71422,0.51211,1.13063,1.16527,1.49198,0.0002576,0.0002576,0.0002576
90,4371.63,0.91757,0.86294,1.35766,0.87451,0.6001,0.71219,0.51169,1.12654,1.15417,1.5049,0.0002378,0.0002378,0.0002378
91,4448.42,0.92256,0.85874,1.35308,0.88643,0.59949,0.72128,0.52191,1.11614,1.13514,1.47364,0.000218,0.000218,0.000218
92,4495.63,0.91975,0.85972,1.34346,0.86242,0.60745,0.7199,0.51963,1.11149,1.13632,1.48187,0.0001982,0.0001982,0.0001982
93,4542.83,0.90345,0.83405,1.34546,0.87978,0.61317,0.7268,0.52841,1.09674,1.13372,1.45945,0.0001784,0.0001784,0.0001784
94,4591.23,0.90244,0.84276,1.34079,0.85941,0.61178,0.7208,0.52317,1.10478,1.13432,1.46912,0.0001586,0.0001586,0.0001586
95,4638.57,0.89841,0.83342,1.33062,0.8804,0.60533,0.72137,0.52345,1.10308,1.12824,1.47501,0.0001388,0.0001388,0.0001388
96,4686.73,0.8916,0.83014,1.31237,0.89528,0.59503,0.71976,0.52346,1.10223,1.14777,1.47284,0.000119,0.000119,0.000119
97,4735.49,0.88616,0.81164,1.32066,0.90662,0.59271,0.7199,0.5221,1.10739,1.1542,1.48083,9.92e-05,9.92e-05,9.92e-05
98,4783.65,0.88621,0.82692,1.33138,0.91965,0.58603,0.71984,0.52151,1.10847,1.15887,1.49174,7.94e-05,7.94e-05,7.94e-05
99,4831.73,0.87673,0.82346,1.30626,0.89969,0.59842,0.72439,0.5262,1.09832,1.12879,1.47486,5.96e-05,5.96e-05,5.96e-05
100,4879.81,0.88175,0.81955,1.31167,0.91943,0.59315,0.72287,0.5237,1.09944,1.14618,1.4728,3.98e-05,3.98e-05,3.98e-05
