epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,705.964,0.75988,0.37614,1.14675,0.98288,0.94907,0.97737,0.77624,0.80312,0.46188,1.21824,0.00100687,0.00100687,0.00100687
42,722.784,0.74839,0.36788,1.1398,0.9741,0.92837,0.97032,0.77673,0.82905,0.48038,1.22044,0.000990365,0.000990365,0.000990365
43,739.753,0.74746,0.36775,1.14582,0.98492,0.9449,0.98106,0.78123,0.8176,0.42719,1.21579,0.000973861,0.000973861,0.000973861
44,756.945,0.76025,0.37341,1.16712,0.98143,0.9449,0.97959,0.75658,0.87444,0.44443,1.25063,0.000957358,0.000957358,0.000957358
45,773.835,0.76801,0.36493,1.1719,0.99128,0.9392,0.97751,0.76963,0.84636,0.44563,1.23288,0.000940855,0.000940855,0.000940855
46,790.751,0.76616,0.35446,1.15482,0.9971,0.94625,0.98135,0.78345,0.81929,0.41038,1.20473,0.000924352,0.000924352,0.000924352
47,807.661,0.74607,0.36044,1.14432,0.98276,0.94196,0.97637,0.78158,0.80394,0.41999,1.20533,0.000907848,0.000907848,0.000907848
48,824.557,0.73139,0.34206,1.11976,0.98439,0.9449,0.98079,0.78489,0.79896,0.40822,1.19451,0.000891345,0.000891345,0.000891345
49,841.353,0.70819,0.34091,1.12363,0.98766,0.93939,0.97028,0.7848,0.81051,0.4468,1.20333,0.000874842,0.000874842,0.000874842
50,858.146,0.7272,0.34765,1.134,0.98316,0.93664,0.97674,0.78351,0.80228,0.44395,1.19691,0.000858338,0.000858338,0.000858338
51,875.095,0.71433,0.34577,1.11402,0.9938,0.95317,0.98246,0.79392,0.77885,0.40323,1.16752,0.000841835,0.000841835,0.000841835
52,892.142,0.71777,0.34772,1.10871,0.99131,0.94225,0.97181,0.80145,0.77772,0.45847,1.18047,0.000825332,0.000825332,0.000825332
53,909.642,0.68963,0.33245,1.1042,0.98598,0.93664,0.98013,0.79819,0.75508,0.40592,1.16627,0.000808828,0.000808828,0.000808828
54,926.893,0.68693,0.33847,1.09611,0.97722,0.94543,0.97576,0.80055,0.7779,0.44339,1.17984,0.000792325,0.000792325,0.000792325
55,943.928,0.67553,0.32291,1.08861,0.97075,0.95868,0.97666,0.80392,0.75002,0.39472,1.16412,0.000775822,0.000775822,0.000775822
56,960.829,0.6819,0.32563,1.08966,0.99529,0.94766,0.9769,0.79444,0.77775,0.42111,1.18516,0.000759318,0.000759318,0.000759318
57,977.85,0.6679,0.31314,1.06925,0.98838,0.93768,0.97397,0.80356,0.73943,0.43021,1.15568,0.000742815,0.000742815,0.000742815
58,994.676,0.65717,0.32009,1.07582,0.9971,0.94718,0.97661,0.78932,0.78035,0.40993,1.18708,0.000726312,0.000726312,0.000726312
59,1011.46,0.65075,0.31535,1.07431,0.99393,0.93113,0.97056,0.79016,0.79764,0.46628,1.20067,0.000709809,0.000709809,0.000709809
60,1028.17,0.63382,0.30409,1.06216,0.99222,0.95041,0.97835,0.81433,0.73624,0.39136,1.1508,0.000693305,0.000693305,0.000693305
61,1045.06,0.641,0.3144,1.06024,0.98745,0.94766,0.97969,0.80678,0.73091,0.40474,1.15902,0.000676802,0.000676802,0.000676802
62,1061.92,0.62414,0.3033,1.04721,0.99633,0.94215,0.98261,0.80819,0.72228,0.37685,1.14887,0.000660299,0.000660299,0.000660299
63,1079.31,0.62609,0.2982,1.05784,0.99615,0.95041,0.98096,0.81732,0.71105,0.38663,1.13182,0.000643795,0.000643795,0.000643795
64,1096.3,0.61474,0.29182,1.04207,0.99945,0.93388,0.97853,0.81077,0.7234,0.38533,1.15726,0.000627292,0.000627292,0.000627292
65,1113.51,0.60023,0.29674,1.03971,0.99125,0.93648,0.97365,0.80483,0.74391,0.40666,1.17026,0.000610789,0.000610789,0.000610789
66,1130.58,0.60055,0.29024,1.02742,0.99032,0.94766,0.98342,0.81447,0.75027,0.39345,1.17355,0.000594286,0.000594286,0.000594286
67,1147.73,0.60939,0.29754,1.03893,0.98859,0.95472,0.97956,0.80445,0.7547,0.40006,1.1793,0.000577782,0.000577782,0.000577782
68,1164.56,0.58518,0.28323,1.0181,0.99162,0.95592,0.98336,0.82607,0.71381,0.38575,1.15028,0.000561279,0.000561279,0.000561279
69,1181.62,0.59402,0.29481,1.02756,0.98292,0.9512,0.98317,0.817,0.72742,0.35329,1.15311,0.000544776,0.000544776,0.000544776
70,1198.49,0.58994,0.28643,1.03845,0.98578,0.95489,0.98008,0.81697,0.72786,0.3659,1.15559,0.000528272,0.000528272,0.000528272
71,1215.47,0.57379,0.28372,1.01904,0.98776,0.9449,0.98609,0.82417,0.70339,0.35215,1.12851,0.000511769,0.000511769,0.000511769
72,1232.7,0.57726,0.28609,1.00814,0.98379,0.95592,0.98451,0.82019,0.70565,0.35759,1.13348,0.000495266,0.000495266,0.000495266
73,1249.69,0.56046,0.27471,1.00529,0.97922,0.94766,0.97897,0.80291,0.74718,0.40154,1.16262,0.000478762,0.000478762,0.000478762
74,1266.62,0.5604,0.27876,0.99809,0.99015,0.92837,0.97827,0.82068,0.71436,0.387,1.13983,0.000462259,0.000462259,0.000462259
75,1283.51,0.5479,0.26593,0.99802,0.9855,0.95041,0.981,0.82071,0.7267,0.38114,1.15387,0.000445756,0.000445756,0.000445756
76,1300.55,0.56834,0.27638,1.00226,0.99707,0.93806,0.97988,0.82461,0.70229,0.38346,1.13482,0.000429253,0.000429253,0.000429253
77,1317.44,0.55034,0.26781,0.99314,0.99134,0.94635,0.98059,0.83571,0.66729,0.36874,1.10607,0.000412749,0.000412749,0.000412749
78,1334.3,0.56354,0.27231,0.99253,0.98575,0.95259,0.97892,0.82231,0.72064,0.40167,1.15435,0.000396246,0.000396246,0.000396246
79,1351.26,0.54647,0.26349,0.98827,0.99419,0.94232,0.97372,0.82656,0.70281,0.38704,1.1463,0.000379743,0.000379743,0.000379743
80,1368.77,0.54032,0.26191,0.9916,0.9947,0.93388,0.97528,0.82654,0.68267,0.37046,1.12204,0.000363239,0.000363239,0.000363239
81,1385.82,0.5417,0.26235,0.98642,0.98571,0.94993,0.9816,0.83502,0.69081,0.36953,1.1292,0.000346736,0.000346736,0.000346736
82,1402.68,0.53674,0.2594,0.9828,0.99417,0.9391,0.97824,0.82736,0.69936,0.35946,1.14123,0.000330233,0.000330233,0.000330233
83,1419.62,0.52662,0.25593,0.97631,0.98854,0.95018,0.9809,0.82204,0.71791,0.36705,1.16266,0.000313729,0.000313729,0.000313729
84,1436.35,0.51328,0.25014,0.97042,0.98177,0.95868,0.97833,0.83399,0.67754,0.36867,1.13239,0.000297226,0.000297226,0.000297226
85,1453.3,0.49351,0.24231,0.95505,0.98298,0.95439,0.97766,0.83868,0.67119,0.37497,1.11637,0.000280723,0.000280723,0.000280723
86,1470.13,0.51725,0.2548,0.97648,0.98572,0.951,0.98104,0.82213,0.68991,0.36469,1.13291,0.00026422,0.00026422,0.00026422
87,1486.98,0.50102,0.24455,0.96277,0.98846,0.94355,0.97748,0.83019,0.6769,0.38387,1.12742,0.000247716,0.000247716,0.000247716
88,1504.03,0.49608,0.24943,0.96301,0.99709,0.94337,0.9791,0.83881,0.65088,0.35752,1.10722,0.000231213,0.000231213,0.000231213
89,1521.04,0.48526,0.23833,0.95638,0.98485,0.95592,0.98091,0.83688,0.64534,0.35398,1.1152,0.00021471,0.00021471,0.00021471
90,1537.97,0.47189,0.23604,0.94087,0.99423,0.94921,0.98751,0.8483,0.64015,0.33706,1.0955,0.000198206,0.000198206,0.000198206
91,1580.61,0.47602,0.24428,0.94626,0.99137,0.95868,0.98651,0.84318,0.65552,0.33949,1.11285,0.000181703,0.000181703,0.000181703
92,1597.71,0.47664,0.23851,0.94646,0.98704,0.95868,0.9893,0.85045,0.64119,0.3397,1.09936,0.0001652,0.0001652,0.0001652
93,1614.67,0.46062,0.23318,0.94265,0.98766,0.95592,0.98911,0.84931,0.63922,0.33955,1.09898,0.000148696,0.000148696,0.000148696
94,1631.42,0.44622,0.2278,0.93353,0.99145,0.95787,0.98913,0.85119,0.63785,0.33971,1.10085,0.000132193,0.000132193,0.000132193
95,1648.3,0.4483,0.23189,0.93677,0.98844,0.95592,0.98179,0.8459,0.64197,0.34428,1.10913,0.00011569,0.00011569,0.00011569
96,1665.22,0.43564,0.22057,0.93251,0.99142,0.9555,0.9813,0.84934,0.63527,0.34049,1.10236,9.91865e-05,9.91865e-05,9.91865e-05
97,1682,0.43565,0.22162,0.92567,0.99822,0.95317,0.98331,0.84765,0.63049,0.34003,1.09911,8.26832e-05,8.26832e-05,8.26832e-05
98,1698.76,0.42315,0.21996,0.91201,0.99144,0.95744,0.98612,0.85025,0.62962,0.3329,1.10055,6.61799e-05,6.61799e-05,6.61799e-05
99,1715.65,0.4211,0.21944,0.91566,0.98818,0.95868,0.98593,0.85245,0.62432,0.33649,1.09838,4.96766e-05,4.96766e-05,4.96766e-05
100,1732.5,0.42448,0.22089,0.91645,0.98832,0.95868,0.98351,0.8509,0.62721,0.34077,1.10058,3.31733e-05,3.31733e-05,3.31733e-05
