epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,620.213,0.70147,0.34143,1.10519,0.98886,0.93939,0.97946,0.78905,0.78228,0.40479,1.19016,0.000478762,0.000478762,0.000478762
38,636.633,0.68886,0.32233,1.09514,0.99411,0.95592,0.97756,0.78825,0.78112,0.39416,1.19481,0.000445756,0.000445756,0.000445756
39,653.279,0.66635,0.31852,1.09526,0.98833,0.95868,0.98404,0.79699,0.76243,0.36053,1.16958,0.000412749,0.000412749,0.000412749
40,669.944,0.66612,0.31293,1.08159,0.99125,0.93662,0.97528,0.78509,0.80213,0.40903,1.21216,0.000379743,0.000379743,0.000379743
41,714.943,0.66373,0.32186,1.07432,0.99001,0.95041,0.97989,0.79271,0.78146,0.38298,1.18647,0.000346736,0.000346736,0.000346736
42,731.873,0.65183,0.31975,1.07443,0.99133,0.94478,0.9745,0.79423,0.76404,0.39678,1.17695,0.000313729,0.000313729,0.000313729
43,748.427,0.62956,0.29888,1.06072,0.9886,0.95582,0.97791,0.7974,0.77316,0.37885,1.18016,0.000280723,0.000280723,0.000280723
44,764.816,0.62412,0.29394,1.05605,0.99145,0.95826,0.98088,0.80621,0.75826,0.37009,1.1683,0.000247716,0.000247716,0.000247716
45,781.264,0.62239,0.29687,1.0573,0.98827,0.94766,0.98149,0.80803,0.75338,0.36347,1.16039,0.00021471,0.00021471,0.00021471
46,797.738,0.6111,0.28337,1.05081,0.98575,0.95283,0.98066,0.81452,0.74113,0.36405,1.16143,0.000181703,0.000181703,0.000181703
47,814.524,0.59742,0.28367,1.03672,0.98843,0.9449,0.97731,0.80803,0.74612,0.37641,1.16079,0.000148696,0.000148696,0.000148696
48,831.093,0.58454,0.27923,1.01966,0.98849,0.94644,0.97591,0.80717,0.74264,0.38108,1.15942,0.00011569,0.00011569,0.00011569
49,847.574,0.58248,0.27593,1.01953,0.98852,0.94868,0.97886,0.8108,0.73273,0.3747,1.15456,8.26832e-05,8.26832e-05,8.26832e-05
50,864.125,0.57598,0.27609,1.01801,0.99135,0.94738,0.97803,0.8083,0.73699,0.37533,1.15677,4.96766e-05,4.96766e-05,4.96766e-05
